Case Number,Date,Primary Type,Location Description,Arrest,Domestic,District,Ward
JA162257,02/21/2017 01:45:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,9,20
JA162429,02/21/2017 05:00:00 PM,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,22,21
JA162377,02/21/2017 05:28:00 PM,BATTERY,APARTMENT,TRUE,FALSE,25,31
JA162401,02/21/2017 06:09:00 PM,OTHER OFFENSE,STREET,FALSE,FALSE,10,24
JA162419,02/21/2017 05:58:00 PM,BATTERY,SIDEWALK,FALSE,TRUE,9,3
JA162421,02/21/2017 06:02:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,5,34
JA162402,02/21/2017 05:45:00 PM,ASSAULT,APARTMENT,FALSE,FALSE,5,34
JA162348,02/21/2017 01:30:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1,42
JA162310,02/21/2017 04:30:00 PM,THEFT,OTHER,TRUE,FALSE,12,2
JA162495,02/21/2017 07:15:00 PM,ASSAULT,SIDEWALK,FALSE,FALSE,12,25
JA162371,02/21/2017 05:29:00 PM,CRIMINAL TRESPASS,RESTAURANT,TRUE,FALSE,20,48
JA162243,02/21/2017 03:34:00 PM,OTHER OFFENSE,APARTMENT,FALSE,TRUE,12,2
JA162520,02/21/2017 12:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,25,31
JA162389,02/21/2017 04:41:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,25,37
JA162525,02/21/2017 12:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,19,47
JA162461,02/21/2017 04:30:00 PM,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,9,20
JA162444,02/21/2017 04:15:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,16,45
JA162516,02/21/2017 04:00:00 PM,THEFT,OTHER RAILROAD PROP / TRAIN DEPOT,FALSE,FALSE,1,2
JA162535,02/21/2017 07:31:00 PM,OTHER OFFENSE,SIDEWALK,TRUE,FALSE,11,28
JA162383,02/21/2017 08:30:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,9,12
JA162458,02/21/2017 06:36:00 PM,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,7,16
JA162307,02/21/2017 04:54:00 PM,BATTERY,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,16,45
JA162504,02/21/2017 06:18:00 PM,INTERFERENCE WITH PUBLIC OFFICER,STREET,TRUE,FALSE,5,9
JA162293,02/21/2017 04:42:00 PM,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,TRUE,FALSE,10,22
JA162507,02/21/2017 07:10:00 PM,BATTERY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2,3
JA162475,02/21/2017 06:30:00 PM,ASSAULT,PARK PROPERTY,FALSE,FALSE,4,10
JA162555,02/21/2017 08:00:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,19,46
JA162541,02/21/2017 06:40:00 PM,THEFT,STREET,FALSE,FALSE,19,32
JA162363,02/21/2017 05:30:00 PM,ASSAULT,STREET,FALSE,FALSE,2,3
JA162522,02/21/2017 06:50:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,11,27
JA162451,02/21/2017 06:17:00 PM,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2,2
JA162359,02/21/2017 02:30:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,3,7
JA162132,02/21/2017 02:30:00 PM,BATTERY,APARTMENT,FALSE,TRUE,3,5
JA162385,02/21/2017 04:00:00 PM,DECEPTIVE PRACTICE,,FALSE,FALSE,24,48
JA162482,02/21/2017 06:40:00 PM,ROBBERY,ALLEY,FALSE,FALSE,12,27
JA162533,02/21/2017 07:33:00 PM,OTHER OFFENSE,STREET,TRUE,FALSE,25,29
JA162392,02/21/2017 04:15:00 PM,OTHER OFFENSE,APARTMENT,FALSE,TRUE,6,21
JA162466,02/21/2017 06:21:00 PM,ASSAULT,APARTMENT,TRUE,FALSE,15,29
JA162546,02/21/2017 07:35:00 PM,NARCOTICS,STREET,TRUE,FALSE,11,2
JA162464,02/21/2017 05:26:00 PM,ASSAULT,RESIDENCE,TRUE,TRUE,8,16
JA161799,02/21/2017 10:30:00 AM,ROBBERY,STREET,FALSE,FALSE,22,21
JA162559,02/21/2017 03:00:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,17,50
JA162542,02/21/2017 05:30:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,25,30
JA162501,02/21/2017 05:00:00 PM,THEFT,STREET,FALSE,FALSE,10,22
JA162534,02/21/2017 07:30:00 PM,CRIMINAL TRESPASS,TAVERN/LIQUOR STORE,TRUE,FALSE,7,17
JA162553,02/21/2017 07:25:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,11,28
JA162519,02/21/2017 07:16:00 PM,BATTERY,APARTMENT,TRUE,TRUE,7,3
JA162492,02/21/2017 06:37:00 PM,ASSAULT,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,12,26
JA162465,02/21/2017 05:45:00 PM,DECEPTIVE PRACTICE,CTA STATION,TRUE,FALSE,6,6
JA162537,02/21/2017 05:30:00 PM,THEFT,RESTAURANT,FALSE,FALSE,19,47
JA162509,02/21/2017 07:03:00 PM,NARCOTICS,STREET,TRUE,FALSE,11,27
JA162563,02/21/2017 07:30:00 PM,THEFT,CONVENIENCE STORE,FALSE,FALSE,1,42
JA162560,02/21/2017 07:57:00 PM,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2,3
JA162554,02/21/2017 07:30:00 PM,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,11,24
JA162244,02/21/2017 03:22:00 PM,NARCOTICS,RESIDENCE-GARAGE,TRUE,FALSE,3,7
JA162568,02/21/2017 08:15:00 PM,BATTERY,STREET,FALSE,TRUE,7,16
JA162528,02/21/2017 12:40:00 PM,BATTERY,SIDEWALK,FALSE,TRUE,15,28
JA162479,02/21/2017 06:43:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,6,6
JA162513,02/21/2017 05:40:00 PM,BATTERY,STREET,FALSE,FALSE,6,21
JA162503,02/21/2017 05:00:00 PM,BATTERY,ALLEY,FALSE,TRUE,24,49
JA162511,02/21/2017 06:00:00 PM,ASSAULT,SIDEWALK,FALSE,FALSE,16,45
JA162514,02/21/2017 07:05:00 PM,THEFT,CTA TRAIN,FALSE,FALSE,15,24
JA162388,02/21/2017 05:25:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,12,1
JA162408,02/21/2017 05:37:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,9,11
JA162567,02/21/2017 07:38:00 PM,OTHER OFFENSE,ALLEY,TRUE,FALSE,8,17
JA162539,02/21/2017 02:45:00 PM,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,18,42
JA162409,02/21/2017 05:40:00 PM,THEFT,DRUG STORE,TRUE,FALSE,18,42
JA162557,02/21/2017 07:49:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,2,2
JA162330,02/21/2017 02:00:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,18,27
JA161962,02/21/2017 11:45:00 AM,THEFT,STREET,FALSE,FALSE,18,43
JA162603,02/21/2017 07:54:00 PM,OTHER OFFENSE,SIDEWALK,TRUE,FALSE,4,8
JA162572,02/21/2017 05:00:00 PM,THEFT,RESIDENCE,FALSE,FALSE,15,29
JA162551,02/21/2017 02:00:00 PM,BURGLARY,RESIDENCE,FALSE,FALSE,8,16
JA162445,02/21/2017 06:27:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,2,20
JA162549,02/21/2017 08:00:00 PM,ASSAULT,SIDEWALK,FALSE,FALSE,8,15
JA162621,02/21/2017 08:45:00 PM,NARCOTICS,PARK PROPERTY,TRUE,FALSE,8,18
JA162615,02/21/2017 08:50:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,15,37
JA162576,02/21/2017 08:00:00 PM,ASSAULT,STREET,FALSE,TRUE,8,15
JA162556,02/21/2017 07:45:00 PM,THEFT,STREET,FALSE,TRUE,3,5
JA162580,02/21/2017 07:45:00 PM,PUBLIC PEACE VIOLATION,SIDEWALK,TRUE,FALSE,10,24
JA162602,02/21/2017 07:15:00 PM,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,16,45
JA162267,02/21/2017 04:43:00 PM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,15,28
JA162278,02/21/2017 06:00:00 AM,BURGLARY,RESIDENCE,FALSE,FALSE,10,22
JA162219,02/21/2017 07:00:00 AM,BURGLARY,RESIDENCE,FALSE,FALSE,9,14
JA162595,02/21/2017 08:05:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,11,24
JA162593,02/21/2017 08:20:00 PM,MOTOR VEHICLE THEFT,RESTAURANT,FALSE,FALSE,12,32
JA162636,02/21/2017 06:30:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,11,2
JA162625,02/21/2017 01:40:00 PM,THEFT,STREET,FALSE,FALSE,1,2
JA161875,02/21/2017 11:30:00 AM,ASSAULT,APPLIANCE STORE,FALSE,TRUE,11,28
JA162540,02/21/2017 07:37:00 PM,BATTERY,APARTMENT,FALSE,FALSE,12,27
JA162565,02/21/2017 07:20:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,15,29
JA162463,02/21/2017 05:44:00 PM,CRIMINAL TRESPASS,RESIDENCE,TRUE,FALSE,5,9
JA162620,02/21/2017 11:00:00 AM,THEFT,RESTAURANT,FALSE,FALSE,1,42
JA162489,02/21/2017 06:30:00 PM,CRIMINAL TRESPASS,SMALL RETAIL STORE,TRUE,FALSE,9,3
JA162632,02/21/2017 06:40:00 PM,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,8,23
JA162558,02/21/2017 07:38:00 PM,ASSAULT,APARTMENT,FALSE,FALSE,11,37
JA162468,02/21/2017 06:25:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,6,6
JA162629,02/21/2017 11:22:00 AM,THEFT,RESIDENCE,FALSE,FALSE,18,27
JA162585,02/21/2017 08:20:00 PM,BATTERY,APARTMENT,FALSE,TRUE,7,17
JA162643,02/21/2017 07:45:00 PM,THEFT,STREET,FALSE,FALSE,14,32
JA162631,02/21/2017 06:40:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,8,23
JA162422,02/21/2017 05:50:00 PM,BATTERY,GAS STATION,FALSE,FALSE,7,17
JA162510,02/21/2017 05:30:00 PM,STALKING,GROCERY FOOD STORE,FALSE,TRUE,5,9
JA162626,02/21/2017 06:10:00 PM,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,1,42
JA162623,02/21/2017 06:10:00 PM,THEFT,RESTAURANT,FALSE,FALSE,1,42
JA162222,02/21/2017 03:56:00 PM,ASSAULT,STREET,FALSE,FALSE,4,8
JA162167,02/21/2017 03:19:00 PM,BATTERY,STREET,FALSE,TRUE,4,10
JA162591,02/21/2017 05:00:00 PM,THEFT,CTA TRAIN,FALSE,FALSE,1,3
JA162256,02/21/2017 03:30:00 PM,ASSAULT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,4,10
JA162583,02/21/2017 08:17:00 PM,BATTERY,STREET,TRUE,FALSE,1,2
JA162390,02/21/2017 05:08:00 PM,THEFT,GROCERY FOOD STORE,FALSE,FALSE,4,10
JA162396,02/21/2017 03:40:00 PM,BATTERY,APARTMENT,FALSE,TRUE,6,8
JA162645,02/21/2017 09:00:00 PM,BATTERY,APARTMENT,FALSE,TRUE,11,28
JA162651,02/21/2017 07:20:00 PM,THEFT,STREET,FALSE,FALSE,14,32
JA162640,02/21/2017 08:00:00 PM,BATTERY,APARTMENT,FALSE,TRUE,15,29
JA162246,02/21/2017 03:37:00 PM,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,6,21
JA162162,02/21/2017 02:43:00 PM,CRIMINAL TRESPASS,RESTAURANT,FALSE,FALSE,6,21
JA162653,02/21/2017 09:15:00 PM,PUBLIC PEACE VIOLATION,SIDEWALK,FALSE,FALSE,19,46
JA161860,02/21/2017 11:05:00 AM,BATTERY,APARTMENT,FALSE,TRUE,4,10
JA162649,02/21/2017 08:35:00 PM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,3,20
JA162607,02/21/2017 05:50:00 PM,THEFT,STREET,FALSE,FALSE,14,32
JA162571,02/21/2017 07:38:00 PM,BATTERY,RESIDENCE,TRUE,TRUE,25,36
JA162657,02/21/2017 08:15:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,12,27
JA162614,02/21/2017 08:12:00 PM,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,25,37
JA162663,02/21/2017 09:29:00 PM,NARCOTICS,STREET,TRUE,FALSE,11,28
JA162654,02/21/2017 07:20:00 PM,THEFT,STREET,FALSE,FALSE,12,1
JA162665,02/21/2017 09:40:00 PM,OTHER OFFENSE,SIDEWALK,TRUE,FALSE,6,21
JA162314,02/21/2017 04:30:00 PM,PUBLIC PEACE VIOLATION,APARTMENT,TRUE,TRUE,4,7
JA162613,02/21/2017 08:47:00 PM,WEAPONS VIOLATION,RESIDENCE,TRUE,FALSE,7,16
JA162570,02/21/2017 08:00:00 PM,BATTERY,APARTMENT,TRUE,TRUE,5,34
JA162597,02/21/2017 08:36:00 PM,THEFT,STREET,TRUE,FALSE,5,34
JA162660,02/21/2017 08:15:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,15,28
JA162670,02/21/2017 09:30:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,4,10
JA162574,02/21/2017 08:20:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,24,40
JA162478,02/21/2017 06:30:00 PM,ASSAULT,RESIDENCE,FALSE,TRUE,12,27
JA162566,02/21/2017 08:13:00 PM,WEAPONS VIOLATION,GAS STATION,TRUE,FALSE,22,34
JA162639,02/21/2017 09:00:00 PM,OTHER OFFENSE,STREET,FALSE,TRUE,15,28
JA162673,02/21/2017 09:45:00 PM,ASSAULT,SIDEWALK,FALSE,FALSE,9,11
JA162708,02/21/2017 09:57:00 PM,BATTERY,CTA BUS,FALSE,FALSE,18,42
JA162611,02/21/2017 09:10:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,18,42
JA162679,02/21/2017 10:13:00 PM,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,12,25
JA162688,02/21/2017 10:35:00 PM,CRIMINAL TRESPASS,APARTMENT,TRUE,FALSE,3,20
JA162543,02/21/2017 07:34:00 PM,CRIMINAL TRESPASS,GROCERY FOOD STORE,TRUE,FALSE,20,48
JA162687,02/21/2017 10:05:00 PM,ROBBERY,SIDEWALK,FALSE,FALSE,2,4
JA162661,02/21/2017 04:00:00 AM,CRIMINAL DAMAGE,APARTMENT,FALSE,TRUE,15,28
JA162715,02/21/2017 10:50:00 PM,ASSAULT,APARTMENT,FALSE,FALSE,25,31
JA162692,02/21/2017 10:03:00 PM,ROBBERY,SIDEWALK,FALSE,FALSE,15,29
JA162630,02/21/2017 08:30:00 PM,ROBBERY,SIDEWALK,FALSE,FALSE,6,21
JA162032,02/21/2017 01:15:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,6,6
JA162702,02/21/2017 10:27:00 PM,CRIMINAL DAMAGE,RESTAURANT,TRUE,FALSE,14,1
JA162693,02/21/2017 09:30:00 PM,OTHER OFFENSE,RESIDENCE,TRUE,TRUE,17,50
JA162493,02/21/2017 06:58:00 PM,ASSAULT,STREET,TRUE,FALSE,8,23
JA162624,02/21/2017 07:20:00 PM,BATTERY,STREET,FALSE,FALSE,20,48
JA162714,02/21/2017 10:30:00 PM,BATTERY,STREET,FALSE,FALSE,24,49
JA162742,02/21/2017 08:00:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,12,1
JA162710,02/21/2017 10:00:00 PM,BATTERY,SIDEWALK,FALSE,TRUE,19,46
JA162743,02/21/2017 09:30:00 PM,THEFT,CTA TRAIN,FALSE,FALSE,1,2
JA162741,02/21/2017 07:45:00 PM,THEFT,STREET,FALSE,FALSE,14,32
JA162694,02/21/2017 10:15:00 PM,NARCOTICS,STREET,TRUE,FALSE,11,28
JA162723,02/21/2017 10:00:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,25,37
JA162716,02/21/2017 10:45:00 PM,ROBBERY,STREET,FALSE,FALSE,25,29
JA162658,02/21/2017 08:33:00 PM,WEAPONS VIOLATION,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,12,27
JA162697,02/21/2017 10:09:00 PM,ASSAULT,APARTMENT,TRUE,TRUE,1,2
JA162521,02/21/2017 07:35:00 PM,NARCOTICS,PARK PROPERTY,TRUE,FALSE,4,5
JA162734,02/21/2017 10:40:00 PM,THEFT,STREET,FALSE,FALSE,15,28
JA162747,02/21/2017 09:19:00 PM,PROSTITUTION,STREET,TRUE,FALSE,11,24
JA162754,02/21/2017 11:14:00 PM,WEAPONS VIOLATION,STREET,TRUE,FALSE,11,24
JA162755,02/21/2017 10:00:00 PM,PROSTITUTION,SIDEWALK,TRUE,FALSE,11,28
JA162717,02/21/2017 09:57:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,10,24
JA162736,02/21/2017 11:30:00 PM,PROSTITUTION,STREET,TRUE,FALSE,11,24
JA162712,02/21/2017 10:40:00 PM,PROSTITUTION,STREET,TRUE,FALSE,11,28
JA162727,02/21/2017 09:20:00 PM,PROSTITUTION,SIDEWALK,TRUE,FALSE,11,28
JA162728,02/21/2017 09:00:00 PM,ASSAULT,BAR OR TAVERN,TRUE,FALSE,19,44
JA162650,02/21/2017 07:57:00 PM,WEAPONS VIOLATION,RESIDENCE,TRUE,FALSE,5,9
JA162689,02/21/2017 10:05:00 PM,ASSAULT,STREET,FALSE,TRUE,11,27
JA162757,02/21/2017 11:54:00 PM,BATTERY,STREET,FALSE,FALSE,1,42
JA162759,02/21/2017 11:45:00 PM,CRIMINAL TRESPASS,APARTMENT,FALSE,TRUE,11,24
JA162732,02/21/2017 11:40:00 PM,BATTERY,APARTMENT,FALSE,TRUE,24,40
JA162751,02/21/2017 11:55:00 PM,OTHER OFFENSE,STREET,FALSE,FALSE,2,3
JA162748,02/21/2017 11:00:00 PM,BATTERY,APARTMENT,TRUE,TRUE,7,16
JA162709,02/21/2017 08:00:00 PM,THEFT,CONVENIENCE STORE,FALSE,FALSE,24,40
JA162726,02/21/2017 11:16:00 PM,ASSAULT,SIDEWALK,FALSE,FALSE,7,15
JA162749,02/21/2017 11:58:00 PM,THEFT,CTA TRAIN,FALSE,FALSE,18,42
JA162739,02/21/2017 10:58:00 PM,BATTERY,CTA BUS,FALSE,FALSE,7,20
JA162720,02/21/2017 10:45:00 PM,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,6,21
JA162733,02/21/2017 11:00:00 PM,THEFT,DRUG STORE,TRUE,FALSE,6,6
JA162674,02/21/2017 07:00:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,7,3
JA162681,02/21/2017 09:20:00 PM,BURGLARY,RESIDENCE,FALSE,FALSE,7,6
JA161505,02/21/2017 01:55:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,TRUE,7,15
JA162690,02/21/2017 10:15:00 PM,BATTERY,STREET,FALSE,FALSE,5,34
JA162701,02/21/2017 08:00:00 PM,CRIMINAL DAMAGE,APARTMENT,FALSE,TRUE,2,4
JA162746,02/21/2017 11:27:00 PM,BATTERY,RESIDENCE,FALSE,FALSE,25,31
JA162707,02/21/2017 10:30:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,16,45
JA162703,02/21/2017 06:00:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,11,37
JA162766,02/21/2017 06:00:00 PM,THEFT,STREET,FALSE,FALSE,14,1
JA162756,02/21/2017 09:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,6,17
JA162725,02/21/2017 11:01:00 PM,CRIMINAL DAMAGE,CTA TRAIN,FALSE,FALSE,8,23
JA162698,02/21/2017 09:53:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,8,14
JA162669,02/21/2017 09:53:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,8,14
JA162730,02/21/2017 06:20:00 PM,WEAPONS VIOLATION,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,15,29
JA162655,02/21/2017 09:15:00 PM,ROBBERY,STREET,FALSE,FALSE,3,20
JA162764,02/21/2017 07:30:00 AM,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,4,7
JA162809,02/21/2017 03:50:00 AM,OTHER OFFENSE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,4,7
JA161536,02/21/2017 03:30:00 AM,ROBBERY,SIDEWALK,FALSE,FALSE,6,6
JA162763,02/21/2017 10:41:00 AM,OTHER OFFENSE,OTHER,FALSE,FALSE,22,19
JA162834,02/21/2017 09:00:00 PM,MOTOR VEHICLE THEFT,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,8,13
JA162850,02/21/2017 01:00:00 AM,CRIMINAL DAMAGE,CTA TRAIN,FALSE,FALSE,18,42
JA162491,02/21/2017 06:49:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,6,6
JA162848,02/21/2017 05:00:00 PM,OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,16,45
JA162791,02/21/2017 11:45:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,22,34
JA162856,02/21/2017 03:00:00 PM,THEFT,RESIDENCE,FALSE,TRUE,25,29
JA162634,02/21/2017 08:40:00 PM,BATTERY,APARTMENT,FALSE,TRUE,14,1
JA161526,02/21/2017 03:13:00 AM,DECEPTIVE PRACTICE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,17,33
JA162863,02/21/2017 06:00:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,2,4
JA162864,02/21/2017 12:00:00 AM,THEFT,STREET,FALSE,FALSE,18,42
JA162562,02/21/2017 08:06:00 PM,ROBBERY,CTA BUS,FALSE,FALSE,8,15
JA162879,02/21/2017 11:00:00 PM,THEFT,STREET,FALSE,FALSE,5,9
JA162889,02/21/2017 03:30:00 PM,THEFT,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,16,38
JA162907,02/21/2017 10:30:00 PM,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,14,1
JA162946,02/21/2017 01:00:00 PM,THEFT,STREET,FALSE,FALSE,4,8
JA161919,02/21/2017 11:55:00 AM,CRIMINAL DAMAGE,STREET,FALSE,TRUE,22,21
JA162948,02/21/2017 08:00:00 PM,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,11,28
JA162922,02/21/2017 12:30:00 PM,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,6,6
JA162944,02/21/2017 09:30:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,25,37
JA162918,02/21/2017 10:23:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,3,20
JA162954,02/21/2017 01:44:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,5,9
JA162895,02/21/2017 04:30:00 PM,CRIMINAL DAMAGE,ALLEY,FALSE,FALSE,19,44
JA162802,02/21/2017 11:40:00 AM,BURGLARY,RESIDENCE,FALSE,FALSE,9,12
JA162880,02/21/2017 09:00:00 PM,THEFT,STREET,FALSE,FALSE,9,11
JA161801,02/21/2017 10:40:00 AM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,9,11
JA162991,02/21/2017 08:00:00 AM,OFFENSE INVOLVING CHILDREN,RESIDENCE,FALSE,FALSE,6,21
JA162988,02/21/2017 12:00:00 PM,THEFT,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,19,47
JA162985,02/21/2017 08:30:00 PM,ASSAULT,SIDEWALK,FALSE,FALSE,14,26
JA162980,02/21/2017 09:30:00 PM,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,19,44
JA162983,02/21/2017 08:30:00 AM,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,14,35
JA163029,02/21/2017 02:50:00 PM,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,25,35
JA162888,02/21/2017 02:00:00 PM,THEFT,STREET,FALSE,FALSE,25,37
JA163041,02/21/2017 02:30:00 AM,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,2,3
JA163049,02/21/2017 05:30:00 PM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,22,21
JA161843,02/21/2017 01:35:00 AM,BATTERY,RESIDENCE,FALSE,FALSE,9,14
JA162957,02/21/2017 07:30:00 PM,THEFT,STREET,FALSE,FALSE,10,12
JA163032,02/21/2017 06:00:00 PM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,16,38
JA162992,02/21/2017 04:54:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,17,35
JA163100,02/21/2017 11:00:00 PM,CRIMINAL TRESPASS,STREET,FALSE,FALSE,4,7
JA163097,02/21/2017 10:00:00 AM,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,19,44
JA163099,02/21/2017 07:30:00 PM,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,8,18
JA163081,02/21/2017 08:00:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,1,2
JA163108,02/21/2017 10:00:00 PM,THEFT,OTHER,FALSE,TRUE,2,4
JA161966,02/21/2017 08:00:00 AM,ASSAULT,STREET,FALSE,FALSE,14,1
JA163037,02/21/2017 10:30:00 PM,BURGLARY,STREET,FALSE,FALSE,25,30
JA163062,02/21/2017 02:30:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,9,3
JA163092,02/21/2017 12:30:00 PM,THEFT,LIBRARY,FALSE,FALSE,19,46
JA163119,02/21/2017 06:00:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,16,36
JA163144,02/21/2017 02:00:00 PM,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,17,30
JA163055,02/21/2017 02:30:00 PM,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,20,48
JA163106,02/21/2017 11:59:00 AM,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,2,20
JA162978,02/21/2017 08:15:00 AM,SEX OFFENSE,CTA TRAIN,FALSE,FALSE,19,47
JA163131,02/21/2017 08:00:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,3,5
JA162885,02/21/2017 07:00:00 PM,THEFT,STREET,FALSE,FALSE,15,37
JA163109,02/21/2017 02:00:00 PM,ASSAULT,RESTAURANT,FALSE,FALSE,6,21
JA163157,02/21/2017 07:30:00 AM,BATTERY,RESIDENCE,FALSE,FALSE,5,34
JA163074,02/21/2017 08:00:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,22,21
JA162990,02/21/2017 05:00:00 PM,THEFT,VACANT LOT/LAND,FALSE,FALSE,5,6
JA163154,02/21/2017 08:30:00 AM,THEFT,FIRE STATION,FALSE,FALSE,4,10
JA162981,02/21/2017 08:00:00 PM,THEFT,STREET,FALSE,FALSE,22,34
